question_id,standard_stars,standard_level,standard_level_name,calibrated_stars,calibrated_level,calibrated_level_name,original_teacher_level,label_changed,review_status,review_confidence,acceptable_levels,review_reason,teacher_reason,stem_summary,stem_pic_url,analysis_pic_url
3654664701103579136,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：中和反应的实际应用判断,中和反应的实际应用判断,下列做法正确的是（ ）,https://k12static.xdf.cn/k12/image/externalized/92ae94dc-e1ec-494f-834f-957f41547296.png,https://k12static.xdf.cn/k12/image/externalized/b2fd4eff-0b21-480b-8aa2-bb7eb4de986a.png
3664749112090738688,★★,2,基础题,★★,2,基础题,基础题,否,边界保留,中,基础题 / 中等题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：粗盐中难溶性杂质实验图标判断 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。,粗盐中难溶性杂质实验图标判断,在“粗盐中难溶性杂质的去除”实验中，下列图标无须标注的是A．护目镜B．明火C．洗手D．锐器,https://k12static.xdf.cn/k12/image/externalized/8b2b0139-2808-4f1d-8a45-7608c2a8d569.png,https://k12static.xdf.cn/k12/image/externalized/473cb09a-e73f-4c34-8833-fb17d8ab8d1f.png
3671914149545357312,★★,2,基础题,★★,2,基础题,基础题,否,边界保留,中,送分题 / 基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：化肥的作用判断选择 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。,化肥的作用判断选择,在种植菠萝的过程中，为了促进苗叶生长，可适当追施的一种氮肥是（ ）,https://k12static.xdf.cn/k12/image/externalized/2fe3613c-0b7d-4a49-a46f-b4bd8d083da9.png,https://k12static.xdf.cn/k12/image/externalized/95103c89-5d5d-49bc-9e11-1cc2c8b4a533.png
3662157434687926272,★,1,送分题,★,1,送分题,基础题,是,明确改标,高,送分题,最高难任务只需识别一个熟悉教材模板，同类选项不形成新的化学决策，没有实质转换、连续推理、实验分析或计算，校准为送分题。,常见物质的颜色判断,通常情况下，颜色呈红色的物质是,https://k12static.xdf.cn/k12/image/externalized/9f40de86-d2bb-458b-a19d-acadcb608ee6.png,https://k12static.xdf.cn/k12/image/externalized/a67dbe6b-153e-4f51-a5d1-dd973ed849f0.png
3666692974901022720,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：燃烧的理解判断,燃烧的理解判断,燃烧是常见的化学变化之一。下列关于燃烧的说法正确的是,https://k12static.xdf.cn/k12/image/externalized/40ff1f63-72eb-49a8-855b-4112679c23ba.png,https://k12static.xdf.cn/k12/image/externalized/30c58c5b-c66e-425d-82e6-f91364b5fd97.png
3675477453845385216,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：爆炸的判断,爆炸的判断,点燃下列混合物不可能会引起爆炸的是,https://k12static.xdf.cn/k12/image/externalized/3e70ee5b-71a5-4f5f-a800-fae06880b8d7.png,https://k12static.xdf.cn/k12/image/externalized/62a050cb-b3c8-4981-8131-71da0de37bd3.png
3666693096570724352,★,1,送分题,★,1,送分题,基础题,是,明确改标,高,送分题,最高难任务只需识别一个熟悉教材模板，同类选项不形成新的化学决策，没有实质转换、连续推理、实验分析或计算，校准为送分题。,易燃易爆物的标志判断,下列是一些与燃烧和爆炸有关的图标，表示“当心火灾-易燃物质”的图标是,https://k12static.xdf.cn/k12/image/externalized/972ad1ad-bbeb-4152-b06c-e9942be17d40.png,https://k12static.xdf.cn/k12/image/externalized/7f6f5939-798c-462f-a620-616098c7aa58.png
3591992743924092928,★★,2,基础题,★★,2,基础题,基础题,否,边界保留,中,基础题 / 中等题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：吸热的化学反应判断 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。,吸热的化学反应判断,下列变化中，属于吸收热量的化学反应的是（ ）,https://k12static.xdf.cn/k12/image/externalized/23f249b8-80f3-40d9-9eb2-c5a229ff628e.png,https://k12static.xdf.cn/k12/image/externalized/8b8a5f4a-f909-431c-9631-a94fd9b5beb9.png
3678304626704228352,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：燃烧充分的常见措施判断,燃烧充分的常见措施判断,俗语说：“人要实心，火要空心”。“火要空心”就是把木柴架空更容易燃烧，这样做的目的是,https://k12static.xdf.cn/k12/image/externalized/817b6e55-6059-4ec1-a67f-9d2e5b0005a1.png,https://k12static.xdf.cn/k12/image/externalized/9fd20eb0-08fc-4c5c-92f1-a7ac28ed6d38.png
3671661033914155008,★★,2,基础题,★★,2,基础题,基础题,否,边界保留,中,送分题 / 基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：有机高分子材料判断 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。,有机高分子材料判断,我国在材料的开发和应用方面取得了举世瞩目的成就。下列属于天然有机材料的是A.航空发动机中的碳化硅纤维B.盾构机中的硬质钨合金钻头刀刃C.滑雪服中的聚酰胺纤维面料D.蚕丝素纱襌衣,https://k12static.xdf.cn/k12/image/externalized/9171454d-81ef-458f-ac99-9f897c70e6f9.png,https://k12static.xdf.cn/k12/image/externalized/e53d672d-2a91-4c1e-b1e3-0eb14dc4fdbb.png
3415294046317379584,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：营养物质的相关说法判断-2种,营养物质的相关说法判断-2种,下列关于糖类和油脂的说法中，不正确的是 $(\quad\;\;\;\;)$ 。,https://k12static.xdf.cn/k12/image/externalized/3cac70d9-df56-4b1e-a254-44a3e4aca85c.png,https://k12static.xdf.cn/k12/image/externalized/ba9b22a2-2e01-4757-872c-13d76002eaa5.png
3668686470416801792,★★,2,基础题,★★,2,基础题,基础题,否,边界保留,中,送分题 / 基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：人体元素+地壳元素+元素对人体健康影响 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。,人体元素+地壳元素+元素对人体健康影响,人体中含量最高的元素是 （填元素符号，下同），地壳中含量最高的金属元素是 ；青少年缺乏钙元素会导致 （填“佝偻病”或“贫血”）。,https://k12static.xdf.cn/k12/image/externalized/140ec89d-da7d-46d9-aff9-794b05b3f52b.png,https://k12static.xdf.cn/k12/image/externalized/27872229-7b32-4c04-8095-771640d72cb8.png
3563580083473489920,★★,2,基础题,★★,2,基础题,基础题,否,边界保留,中,送分题 / 基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：人体健康与化学-食品的加工与食用方法 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。,人体健康与化学-食品的加工与食用方法,人体健康与化学有密切联系，下列说法正确的是,https://k12static.xdf.cn/k12/image/externalized/f2324971-4667-474a-8037-af88f71fb40e.png,https://k12static.xdf.cn/k12/image/externalized/d82438d5-63f1-453f-8932-857247a4cd52.png
3678390953634275328,★★,2,基础题,★★,2,基础题,基础题,否,边界保留,中,送分题 / 基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：“碳达峰” 和 “碳中和” 相关判断 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。, “碳达峰” 和 “碳中和” 相关判断,我国明确提出力争 2030 年前实现 “碳达峰”，2060 年前实现 “碳中和”。下列做法中，不利于推进 “碳达峰” 和 “碳中和” 的是,https://k12static.xdf.cn/k12/image/externalized/dbe70f45-dc7d-47d5-bfa2-79f61432ee25.png,https://k12static.xdf.cn/k12/image/externalized/c64c0182-8cb5-4dcb-b08c-8a9657c761ed.png
3678427116688973824,★★,2,基础题,★★,2,基础题,基础题,否,边界保留,中,送分题 / 基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：化学实验室安全规则和事故处理相关考查 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。,化学实验室安全规则和事故处理相关考查,下列做法符合实验安全要求的是,https://k12static.xdf.cn/k12/image/externalized/9ff51869-bfbc-4e31-8cd9-6b01d78544f1.png,https://k12static.xdf.cn/k12/image/externalized/5369779c-ec69-4929-9ae3-8808323682a2.png
3673979395891073024,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：实验室制取气体各步骤装置的判断,实验室制取气体各步骤装置的判断,实验室制取、收集和检验二氧化碳的操作中，错误的是,https://k12static.xdf.cn/k12/image/externalized/eb8c50fb-613d-4bec-98e1-a0425a1505b9.png,https://k12static.xdf.cn/k12/image/externalized/aab2d784-1efa-4e26-b10e-74abbbe32d9b.png
3673957277468827648,★★,2,基础题,★★,2,基础题,基础题,否,边界保留,中,送分题 / 基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：过滤的相关操作判断 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。,过滤的相关操作判断,下列有关过滤的说法不正确的是,https://k12static.xdf.cn/k12/image/externalized/ac898251-7911-4f45-9fde-5be70f27b4ac.png,https://k12static.xdf.cn/k12/image/externalized/34f77a7a-5879-400a-a406-8a203cc00ab2.png
3657352097474027520,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：干燥氨气的方法,干燥氨气的方法,下列物质中，可用于干燥$\mathrm{NH}_{3}$的是,https://k12static.xdf.cn/k12/image/externalized/32fbb039-bbae-4a68-ac90-8a1565ab11cd.png,https://k12static.xdf.cn/k12/image/externalized/95285ba7-3d7b-498f-81b2-b2a636b129e8.png
3572035979472908288,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：还原性物质判断,还原性物质判断,"焊接铁轨的原理为：2Al+Fe2O3$\frac{\underline{\;高温\;}}{\;}$Al2O3+2Fe,该反应中表现出还原性的物质是（ ）",https://k12static.xdf.cn/k12/image/externalized/09ab29e5-dac5-4dbe-99eb-30afac12191c.png,https://k12static.xdf.cn/k12/image/externalized/93baa3f3-8980-4857-a373-efa4d718db98.png
3654286425494495232,★★,2,基础题,★★,2,基础题,基础题,否,边界保留,中,送分题 / 基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：质量守恒定律的理解-变和不变 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。,质量守恒定律的理解-变和不变,根据质量守恒定律分析化学反应，反应前后一定发生改变的是,https://k12static.xdf.cn/k12/image/externalized/c6624bf0-a961-4ed3-a62b-fe3bad6b536d.png,https://k12static.xdf.cn/k12/image/externalized/b267a580-9785-48cb-a2cf-a56333872c29.png
3669565683739484160,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：质量守恒定律的适用范围,质量守恒定律的适用范围,下列现象能用质量守恒定律解释的是,https://k12static.xdf.cn/k12/image/externalized/e298db1f-f243-4273-8581-9cac69331820.png,https://k12static.xdf.cn/k12/image/externalized/7a253ca2-325c-45c3-be8b-6bac8915ec76.png
3674001985571426304,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：根据质量守恒定律计算物质的质量,根据质量守恒定律计算物质的质量,"已知$16\,\mathrm{g}\,\mathrm{A}$与一定量$\mathrm{B}$恰好完全反应，生成$44\,\mathrm{g}\,\mathrm{C}$和$36\,\mathrm{g}\,\mathrm{D}$，则参加反应的$\mathrm{A}$与$\mathrm{B}$的质量比是",https://k12static.xdf.cn/k12/image/externalized/bdcc9893-3700-45e2-aa94-afc16616b505.png,https://k12static.xdf.cn/k12/image/externalized/13ca1151-aedc-4ce6-8391-6bd3bff51172.png
3446928378292187136,★★,2,基础题,★★,2,基础题,基础题,否,边界保留,中,基础题 / 中等题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：化学方程式正误判断 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。,化学方程式正误判断,下列化学方程式书写正确的是（ ）,https://k12static.xdf.cn/k12/image/externalized/cb72a40c-b236-49c3-a180-8d54f72103a6.png,https://k12static.xdf.cn/k12/image/externalized/c5ea41bf-3353-4a70-ba7f-f02a48b1b551.png
3677793585860255744,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：分子的特性与生活实例判断,分子的特性与生活实例判断,用分子的观点解释下列事实，错误的是,https://k12static.xdf.cn/k12/image/externalized/1fc18c69-6ddc-4632-aefd-d24eb51029ca.png,https://k12static.xdf.cn/k12/image/externalized/2921d9ee-5f4f-4ad9-80c3-031e2b837062.png
3654316756118904832,★,1,送分题,★,1,送分题,基础题,是,明确改标,高,送分题,最高难任务只需识别一个熟悉教材模板，同类选项不形成新的化学决策，没有实质转换、连续推理、实验分析或计算，校准为送分题。,常见物质的构成判断,宏观物质由微观粒子构成，分子、原子、离子是三类基础构成粒子：,https://k12static.xdf.cn/k12/image/externalized/cb3a5197-9866-40b1-b1cd-4e84c2692603.png,https://k12static.xdf.cn/k12/image/externalized/f088f0ca-6a69-4481-a4f6-ac8535e3a1dd.png
2783507768691195904,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：原子论的发展相关判断,原子论的发展相关判断,人类认识原子不同阶段的模型示意图如下，其中卢瑟福的著名的“α粒子轰击金箔”实验起到了关键作用。他们用一束带正电的、质量比电子大得多的高速运动的 α粒子轰击金箔时，发现：大多数α粒子能穿透金箔而不改变原来的运动方向，一小部分α粒子改变了原来的运动方向，有极少数α粒子被弹了回来。结合你所学的知识判断下列有关说法错误的是,https://k12static.xdf.cn/k12/image/externalized/3d1780be-9e16-4be7-aae6-d08d437888c3.png,https://k12static.xdf.cn/k12/image/externalized/c4dadfb9-fa56-4fd3-a293-86441cae2348.png
3444602278499655680,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：离子结构示意图判断,离子结构示意图判断,下列粒子结构示意图中，表示阳离子的是（ ）,https://k12static.xdf.cn/k12/image/externalized/65e21b17-33ee-4d13-96be-b31aa28887a4.png,https://k12static.xdf.cn/k12/image/externalized/54529669-99a9-46d6-9da2-02178cd9c00b.png
3673957124007632896,★,1,送分题,★,1,送分题,基础题,是,明确改标,高,送分题,最高难任务只需识别一个熟悉教材模板，同类选项不形成新的化学决策，没有实质转换、连续推理、实验分析或计算，校准为送分题。,物质与元素的关系,“日啖荔枝三百颗，不辞长作岭南人。”荔枝香甜多汁，且富含钙、磷、锌等。这里的“钙、磷、锌”指的是,https://k12static.xdf.cn/k12/image/externalized/9878884c-a584-432e-ac5c-a8cc9cc82e5e.png,https://k12static.xdf.cn/k12/image/externalized/5f204da3-6fea-402c-9948-3ddda956a8cf.png
3651414134277033984,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：相对原子质量的计算-公式计算,相对原子质量的计算-公式计算,碳-12原子的质量为$1.993 \times 10^{-26}\rm{kg}$ ，77号铱元素的一种铱原子质量为$3.189 \times 10^{-25}\rm{kg}$ ，该铱原子的相对原子质量是 （ ）,https://k12static.xdf.cn/k12/image/externalized/4ec05e03-bf3b-40d6-b87e-996a90089e85.png,https://k12static.xdf.cn/k12/image/externalized/f428e1fb-f2dd-43c7-9632-d8376cade407.png
3678409813456429056,★★,2,基础题,★★,2,基础题,基础题,否,边界保留,中,送分题 / 基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：元素符号的意义 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。,元素符号的意义,下列符号既能表示一种元素，又能表示一个原子，还能表示一种单质的是,https://k12static.xdf.cn/k12/image/externalized/95ed05b8-9c41-4d4e-9ea6-f3aded0cb658.png,https://k12static.xdf.cn/k12/image/externalized/786da44c-ab36-4598-8513-4c99f4556954.png
3674003756194574336,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：化学式+类别判断,化学式+类别判断,实验室新购进一批化学试剂，小明为它们书写标签并进行分类，下列正确的是选项名称化学式类别A盐酸HCl纯净物B高锰酸钾$\mathrm{K}_{2}\mathrm{MnO}_{4}$化合物C乙醇$\mathrm{C}_{2}\mathrm{H}_{5}\mathrm{OH}$氧化物D铜粉Cu单质,https://k12static.xdf.cn/k12/image/externalized/cfbe36f3-5788-4777-a64a-a1450eba020e.png,https://k12static.xdf.cn/k12/image/externalized/8d7e4d91-47f8-46f7-bba8-48c91da7dc23.png
3672467656091217920,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：空气中氧气含量的判断-定性判断,空气中氧气含量的判断-定性判断,关于测定空气中氧气含量的实验，下列说法正确的是,https://k12static.xdf.cn/k12/image/externalized/422eee7c-cb03-4a6c-8e32-cce196c113af.png,https://k12static.xdf.cn/k12/image/externalized/c56489e0-6042-4f26-ac1c-b2a8b8ae342e.png
3677446659925356544,★,1,送分题,★,1,送分题,基础题,是,明确改标,高,送分题,最高难任务只需识别一个熟悉教材模板，同类选项不形成新的化学决策，没有实质转换、连续推理、实验分析或计算，校准为送分题。,生活中硬水软水的检验方法,家里烧水容易产生水垢，区分生活中硬水、软水最简单的方法是,https://k12static.xdf.cn/k12/image/externalized/0725c42e-ddc4-494c-9278-744bd5067b11.png,https://k12static.xdf.cn/k12/image/externalized/b60b579d-16ce-4dbc-a63f-7c8a7cc10e85.png
2439605578945073152,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：稀有气体用途，需区分氦气与氢气的安全性差异,稀有气体用途，需区分氦气与氢气的安全性差异,下列说法正确的是（ ）,https://k12static.xdf.cn/k12/image/externalized/bd200fec-2623-404b-9e68-c56c46076c58.png,https://k12static.xdf.cn/k12/image/externalized/0e719f6b-8ceb-4c77-a8c4-472854e557b5.png
3083130013130686464,★,1,送分题,★,1,送分题,送分题,否,边界保留,中,送分题 / 基础题,最高难任务属于单一熟悉模板的直接识别，没有第二次化学决策。 原标注依据：稀有气体 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。,稀有气体,2025年1月2日，中国首架国产载人飞艇&ldquo;梦翔&rdquo;正式交付。飞艇气囊内填充的气体是,https://k12static.xdf.cn/k12/image/externalized/96927360-05d0-4b04-882b-eed8ef5df6fa.png,https://k12static.xdf.cn/k12/image/externalized/8b302cc6-6173-4842-92d9-eb8b09ebb753.png
2942737603506753536,★★★,3,中等题,★★★,3,中等题,拔高题,是,明确改标,高,中等题,任务虽然有多个知识点或较长情境，但最高难链仍属于显性的常规2—3层分析；没有决定性隐含转换、复杂方案设计、多约束筛选或高密度综合链，校准为中等题。,多知识点含流程图+可循环利用+简单计算，篇幅大,（1）按要求从氮气、一氧化碳、稀硫酸、氢氧化镁、碳酸钠溶液中请选择适当的物质用其化学式或溶质的化学式填空。 ①空气中最多的气体单质 ________ 。 ②难溶于水的碱 ________ 。 ③一种无色有毒的氧化物 ________ 。 ④能除去铁制品表面铁锈的酸 ________ 。 （2）我国力争在2060年前实现“碳中和”。实现“碳中和”通常可采取如下措施： ①碳减排：使用氢能源汽车可以有效减少二氧化碳的排放。单质硼（B）可与物…,https://k12static.xdf.cn/k12/image/externalized/358f2a9c-ebf3-4199-938a-a9655cff540d.png,https://k12static.xdf.cn/k12/image/externalized/9597f00c-f4d0-4e4a-9d94-c75b450d788d.png
2624080326068297728,★★★★,4,拔高题,★★★★,4,拔高题,拔高题,否,一致保留,高,拔高题,题目存在决定性转换、方案评价、多约束或高密度综合链。 原标注依据：双金属+双盐溶液+质量分析滤液滤渣问题,双金属+双盐溶液+质量分析滤液滤渣问题,"向AgNO3和A1（NO3）3的混合溶液中加入ag铁粉和锌粉的混合物，充分反应后过滤，得到溶液和固体。 （1）请写出一个反应后溶液颜色发生变化的化学方程式 ________ 。 （2）向所得固体中滴加稀盐酸，若有气泡产生，请分析所得溶液中溶质的成分 ________ 。 （3）反应后所得固体的质量大于αg,其原因是什么？ ________ 。",https://k12static.xdf.cn/k12/image/externalized/17676e29-32bc-40be-9172-04ba204b9ea5.png,https://k12static.xdf.cn/k12/image/externalized/12555b4b-a85a-4603-bd71-d1c8e9d634d5.png
2777995377479847936,★,1,送分题,★,1,送分题,送分题,否,一致保留,高,送分题,最高难任务属于单一熟悉模板的直接识别，没有第二次化学决策。 原标注依据：化学用语简单应用,化学用语简单应用,请用化学用语填空：,https://k12static.xdf.cn/k12/image/externalized/be32c212-2e07-458f-9a6f-3bab82034a73.png,https://k12static.xdf.cn/k12/image/externalized/bb063e2e-bf9f-4e3e-b0e7-be3379bb63a3.png
3066423941995540480,★★★★,4,拔高题,★★★★,4,拔高题,中等题,是,明确改标,高,拔高题,题目包含决定性转换或高密度综合链，需要图像反推、竞争解释排除、方案评价、多步守恒/差量，或多个高阶任务共同作用，校准为拔高题。,需判断各选项现象与图像准确性,下列四幅图分别对应四个选项，其中正确的是（ ）,https://k12static.xdf.cn/k12/image/externalized/fd26ac90-65c2-4de0-978f-b5e052bceb65.png,https://k12static.xdf.cn/k12/image/externalized/ea0cba7c-629e-44b9-91a3-98282c34945b.png
2981747253372628992,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：物理/化学变化+碳单质性质，阅读材料提取信息,物理/化学变化+碳单质性质，阅读材料提取信息,地球表面约71%被水覆盖，淡水仅占总水量的2.5%，其余是海水或咸水。海水淡化是解决人类淡水资源短缺的有效措施，全球海水淡化水用途如图1所示。 海水淡化技术主要有热分离法和膜分离法。热分离法利用热发和冷凝，将水与非挥发性物质分离，但是能耗大，成本高，膜分离法利用薄膜的选择透过性实现海水淡化，有科学家提出，给石墨烯“打上”许多特定大小的孔，制成单层纳米孔二维薄膜，可进行海水淡化。石墨烯海水淡化膜工作原理如图2所示。 依据上文，回答下列问…,https://k12static.xdf.cn/k12/image/externalized/b69c85df-831b-46d6-95c0-7bba9cae141c.png,https://k12static.xdf.cn/k12/image/externalized/abd74b89-243a-4576-9739-7ad3de502401.png
2851542599369781248,★★,2,基础题,★★,2,基础题,基础题,否,边界保留,中,送分题 / 基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：物理/化学变化微观解释 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。,物理/化学变化微观解释,对下列事实的微观解释正确的是（ ） 选项 事实 解释 A 水结冰后体积变大 水分子自身的体积变大 B 液氧是淡蓝色的 此时的氧分子是淡蓝色的 C 有机物的种类繁多 原子的核外电子排布方式不同 D 酒精的水溶液不导电 溶液中不存在自由移动的离子,https://k12static.xdf.cn/k12/image/externalized/83210754-7406-4d96-b335-2f7b05ca97f2.png,https://k12static.xdf.cn/k12/image/externalized/da9ea483-58ff-4b9b-9523-b3bb752587b9.png
2981768897492766720,★★★,3,中等题,★★★,3,中等题,基础题,是,明确改标,高,中等题,整题包含多个非重复应用任务，或多问共享同一实验、装置或过程模型；需要在方程式、现象解释、装置判断、实验操作或计算规则之间切换，已超过一步基础应用，校准为中等题。,元素质量计算+离子符号+生石灰性质，含阅读材料，1-2步简单应用,阅读材料，回答问题。 南水北调工程 南水北调工程是我国的一项战略性工程。它分为东、中、西三条线路，通过引水、调水、储水等方式将长江等水源送往北方。截至2023年5月，工程累计调水量超过620亿m3，惠及沿线280多个县市区，直接受益人口超过1.5亿，有效地改善了生态结构。 南水北调工程对水源地水质要求较高，其中一种做法是在水源中加入适量的生石灰，以配置优良水质，改善水的硬度。输水工程沿线有严格的要求，不可随意取水用水，为安全起见，沿途…,https://k12static.xdf.cn/k12/image/externalized/7c256145-0361-4236-9899-a95fd446d7ce.png,https://k12static.xdf.cn/k12/image/externalized/b75a1eb7-6e05-4dd0-b0c6-5ec1fac14b18.png
2141526181261684736,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：燃烧现象+反应类型简单应用,燃烧现象+反应类型简单应用,根据如图实验回答问题：,https://k12static.xdf.cn/k12/image/externalized/cc230832-2022-49a3-a0a1-c0154c23e3c0.png,https://k12static.xdf.cn/k12/image/externalized/def10000-9162-4371-a183-b2056e23e30d.png
3064459346489126912,★★★,3,中等题,★★★,3,中等题,中等题,否,边界保留,中,基础题 / 中等题,最高难任务形成常规多步分析，或整题具有受控的非重复规则广度。 原标注依据：过氧化氢制氧+碳燃烧简单应用，含创新实验装置 现有模型存在相邻档分歧；复核后主标签保留原档，同时记录相邻档为可接受边界。,过氧化氢制氧+碳燃烧简单应用，含创新实验装置,化学小组的同学利用W形玻璃管设计了如图所示的实验装置并进行微型实验。,https://k12static.xdf.cn/k12/image/externalized/c29af915-a254-453f-8a54-ef87b13d199a.png,https://k12static.xdf.cn/k12/image/externalized/009eb3a8-fb4b-4ce2-ba83-b12ca0bc78c6.png
2141526192988958720,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：煤和空气制尿素简单工业流程,煤和空气制尿素简单工业流程,如图是工业上以煤和空气为原料生产尿素[$\ce{CO(NH2)2}$]的一种流程：,https://k12static.xdf.cn/k12/image/externalized/21032084-8380-48e6-8730-8d2ef4031d29.png,https://k12static.xdf.cn/k12/image/externalized/a1ffe813-585e-4cd4-98a9-b84f2daaa231.png
2265700289436217344,★★,2,基础题,★★,2,基础题,基础题,否,一致保留,高,基础题,最高难任务需要一次实质应用、转换或基础实验判断，但模型完全显性。 原标注依据：水的净化/硬水软化，含装置图,水的净化/硬水软化，含装置图,水是生命之源。 （1）①如图是一个自制简易净水器。A、B 两层需要放置细沙或活性炭，根据净化材料特性，A 层放置的材料最好是 ________ （填“细沙”或“活性炭”）。 ②若水样为硬水，将其转化为软水最常用的方法是 ________ 。 ③该装置净水过程未涉及的净水方法是 ________ （填标号）。 A．吸附 B．蒸馏 C．过滤 （2）自然界的水中溶有一定量的 Ca（HCO3）2，它们在受热时生成 CaCO3、CO2和另一种氧…,https://k12static.xdf.cn/k12/image/externalized/5ec0e1e9-fb48-4cfb-9802-d2ef48d02ce7.png,https://k12static.xdf.cn/k12/image/externalized/a9b1bee6-2a61-4382-895b-35e0060cee33.png
